"","Value","Freq","Count","CLASSNAMES","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"57",220,116661,18587276,"Shrub Height = 2.0 meters",121,92,70,0.474509804,0.360784314,0.274509804,25945,0.5
"58",221,63049,12295477,"Shrub Height = 2.1 meters",112,79,58,0.439215686,0.309803922,0.22745098,14022,0.3
"59",222,51298,13335129,"Shrub Height = 2.2 meters",104,68,46,0.407843137,0.266666667,0.180392157,11408,0.2
"60",223,25692,10081173,"Shrub Height = 2.3 meters",95,59,36,0.37254902,0.231372549,0.141176471,5714,0.1
"61",224,18772,10891914,"Shrub Height = 2.4 meters",89,55,34,0.349019608,0.215686275,0.133333333,4175,0.1
"62",225,9455,7385668,"Shrub Height = 2.5 meters",82,51,31,0.321568627,0.2,0.121568627,2103,0
"63",226,8038,8470983,"Shrub Height = 2.6 meters",75,47,29,0.294117647,0.184313725,0.11372549,1788,0
"64",227,3470,6337719,"Shrub Height = 2.7 meters",69,42,26,0.270588235,0.164705882,0.101960784,772,0
"65",228,2378,6510582,"Shrub Height = 2.8 meters",62,38,24,0.243137255,0.149019608,0.094117647,529,0
"66",229,1163,4373514,"Shrub Height = 2.9 meters",56,34,21,0.219607843,0.133333333,0.082352941,259,0
"67",230,1841,24747653,"Shrub Height >= 3.0 meters",49,30,19,0.192156863,0.117647059,0.074509804,409,0
"68",301,6962790,45690172,"Herb Height = 0.1 meter",204,230,225,0.8,0.901960784,0.882352941,1548487,30.6
"69",302,9158634,357930043,"Herb Height = 0.2 meter",170,213,205,0.666666667,0.835294118,0.803921569,2036831,40.3
"70",303,1731175,893522820,"Herb Height = 0.3 meter",136,197,185,0.533333333,0.77254902,0.725490196,385004,7.6
"71",304,57491,397781502,"Herb Height = 0.4 meter",102,180,165,0.4,0.705882353,0.647058824,12786,0.3
"72",305,3173,89385730,"Herb Height = 0.5 meter",68,163,145,0.266666667,0.639215686,0.568627451,706,0
